J305_10.RCP 70 [1, 2, 3, 4, 5, 14, 6, 23, 16, 21, 7, 10, 26, 12, 9, 8, 20, 18, 17, 11, 28, 13, 27, 24, 19, 15, 22, 25, 31, 30, 29, 32]
J306_1.RCP 59 [1, 2, 3, 4, 6, 7, 14, 5, 15, 10, 17, 25, 8, 26, 13, 16, 9, 11, 20, 21, 18, 27, 24, 22, 12, 19, 28, 23, 29, 30, 31, 32]
J306_2.RCP 51 [1, 2, 4, 5, 6, 14, 9, 10, 19, 16, 3, 20, 11, 8, 13, 15, 24, 22, 23, 17, 18, 25, 12, 21, 27, 30, 26, 7, 28, 29, 31, 32]
J306_3.RCP 48 [1, 2, 4, 3, 6, 5, 13, 7, 9, 8, 18, 10, 14, 21, 19, 12, 24, 15, 11, 17, 23, 26, 27, 22, 16, 20, 31, 28, 25, 30, 29, 32]
J306_4.RCP 42 [1, 3, 2, 7, 6, 5, 11, 21, 4, 10, 8, 13, 25, 9, 15, 17, 20, 16, 12, 18, 14, 19, 22, 23, 28, 24, 27, 26, 30, 29, 31, 32]
J306_5.RCP 67 [1, 4, 3, 6, 12, 13, 8, 2, 18, 5, 9, 11, 20, 15, 16, 14, 7, 17, 21, 10, 19, 22, 24, 28, 27, 23, 25, 26, 30, 31, 29, 32]
J306_6.RCP 37 [1, 4, 2, 3, 5, 13, 17, 20, 9, 6, 11, 21, 22, 7, 16, 14, 8, 12, 10, 15, 23, 25, 19, 26, 24, 18, 27, 28, 29, 31, 30, 32]
J306_7.RCP 46 [1, 4, 5, 11, 3, 8, 2, 10, 12, 9, 16, 6, 14, 28, 13, 21, 15, 7, 20, 19, 17, 18, 24, 22, 23, 26, 27, 25, 30, 31, 29, 32]
J306_8.RCP 39 [1, 4, 3, 2, 5, 10, 15, 6, 14, 19, 8, 7, 12, 13, 18, 9, 17, 26, 20, 16, 24, 23, 21, 22, 25, 11, 28, 27, 30, 29, 31, 32]
J306_9.RCP 51 [1, 2, 4, 3, 20, 5, 6, 8, 7, 9, 18, 25, 11, 13, 10, 16, 15, 12, 22, 14, 19, 26, 17, 21, 28, 23, 24, 27, 31, 30, 29, 32]
J306_10.RCP 61 [1, 4, 2, 11, 3, 7, 5, 20, 6, 13, 14, 9, 15, 8, 12, 16, 18, 25, 10, 17, 24, 22, 26, 31, 21, 19, 29, 28, 27, 23, 30, 32]
J307_1.RCP 55 [1, 4, 3, 2, 6, 9, 8, 5, 11, 7, 21, 22, 17, 20, 12, 10, 28, 16, 13, 24, 15, 14, 25, 18, 29, 27, 26, 19, 23, 30, 31, 32]
J307_2.RCP 42 [1, 4, 2, 3, 10, 9, 5, 14, 27, 11, 7, 8, 6, 19, 13, 20, 18, 12, 17, 15, 21, 22, 16, 23, 24, 30, 26, 25, 28, 29, 31, 32]
J307_3.RCP 42 [1, 2, 4, 3, 5, 7, 18, 8, 6, 10, 12, 15, 11, 9, 13, 16, 20, 14, 17, 25, 19, 24, 27, 21, 23, 26, 22, 28, 30, 29, 31, 32]
J307_4.RCP 44 [1, 3, 4, 2, 5, 9, 14, 18, 7, 15, 11, 8, 12, 13, 16, 6, 10, 21, 19, 23, 26, 22, 25, 27, 17, 28, 30, 24, 20, 29, 31, 32]
J307_5.RCP 44 [1, 2, 4, 10, 7, 3, 5, 8, 12, 11, 17, 24, 14, 6, 21, 15, 9, 13, 18, 16, 19, 23, 20, 27, 25, 26, 22, 28, 29, 30, 31, 32]
J307_6.RCP 35 [1, 3, 2, 4, 10, 14, 6, 5, 7, 16, 12, 18, 15, 8, 22, 9, 24, 26, 17, 21, 19, 20, 11, 13, 25, 23, 27, 28, 31, 29, 30, 32]
J307_7.RCP 50 [1, 4, 3, 2, 6, 5, 8, 9, 15, 7, 10, 22, 12, 21, 14, 16, 26, 11, 20, 13, 18, 23, 28, 24, 25, 17, 19, 27, 29, 30, 31, 32]
J307_8.RCP 44 [1, 4, 2, 3, 6, 15, 9, 7, 12, 5, 14, 8, 10, 19, 20, 13, 25, 11, 27, 28, 17, 16, 21, 22, 24, 26, 18, 23, 30, 29, 31, 32]
J307_9.RCP 60 [1, 4, 3, 7, 2, 8, 6, 15, 11, 10, 5, 21, 9, 18, 12, 13, 16, 28, 26, 17, 20, 14, 29, 22, 23, 24, 25, 30, 19, 27, 31, 32]
J307_10.RCP 49 [1, 2, 4, 3, 5, 11, 12, 6, 7, 22, 31, 17, 8, 13, 9, 10, 23, 15, 19, 14, 18, 25, 21, 16, 26, 20, 24, 29, 27, 28, 30, 32]
J308_1.RCP 44 [1, 2, 4, 3, 6, 18, 5, 11, 13, 12, 17, 7, 8, 9, 15, 19, 14, 21, 20, 16, 10, 24, 23, 22, 27, 26, 25, 28, 31, 30, 29, 32]
J308_2.RCP 51 [1, 3, 4, 2, 20, 11, 9, 5, 8, 13, 10, 6, 15, 12, 17, 16, 25, 23, 14, 22, 19, 18, 24, 21, 7, 28, 26, 29, 31, 27, 30, 32]
J308_3.RCP 53 [1, 4, 2, 7, 3, 10, 19, 5, 13, 9, 6, 11, 14, 17, 21, 8, 12, 16, 18, 20, 24, 15, 31, 28, 25, 22, 26, 23, 30, 27, 29, 32]
J308_4.RCP 48 [1, 2, 4, 7, 10, 3, 5, 15, 8, 9, 22, 11, 13, 14, 12, 16, 27, 17, 6, 19, 23, 18, 25, 20, 24, 21, 30, 26, 28, 29, 31, 32]
J308_5.RCP 58 [1, 4, 2, 3, 6, 5, 13, 8, 7, 9, 14, 15, 17, 21, 11, 12, 20, 24, 18, 10, 19, 22, 25, 16, 30, 23, 26, 28, 27, 29, 31, 32]
J308_6.RCP 47 [1, 3, 2, 6, 5, 14, 4, 8, 11, 15, 7, 9, 16, 18, 10, 13, 21, 12, 17, 27, 23, 19, 22, 30, 24, 28, 25, 20, 26, 31, 29, 32]
J308_7.RCP 41 [1, 2, 4, 11, 3, 9, 8, 10, 5, 18, 6, 12, 7, 14, 22, 23, 20, 21, 24, 17, 15, 13, 16, 19, 26, 25, 27, 28, 31, 30, 29, 32]
J308_8.RCP 51 [1, 4, 2, 3, 5, 6, 11, 8, 15, 10, 7, 12, 13, 21, 19, 18, 14, 20, 26, 16, 9, 22, 31, 24, 23, 25, 17, 28, 27, 29, 30, 32]
J308_9.RCP 39 [1, 3, 2, 4, 7, 24, 5, 14, 15, 8, 12, 6, 11, 18, 9, 25, 10, 13, 16, 22, 17, 19, 21, 27, 26, 23, 29, 30, 20, 28, 31, 32]
J308_10.RCP 67 [1, 2, 3, 4, 8, 6, 5, 13, 15, 9, 7, 20, 10, 18, 30, 16, 22, 14, 11, 23, 19, 12, 21, 24, 17, 25, 27, 26, 28, 31, 29, 32]
J309_1.RCP 83 [1, 3, 4, 11, 7, 9, 2, 10, 18, 14, 8, 24, 13, 5, 16, 26, 25, 28, 15, 12, 17, 6, 27, 23, 20, 19, 21, 31, 22, 29, 30, 32]
J309_2.RCP 92 [1, 3, 4, 11, 5, 8, 18, 7, 21, 28, 6, 12, 16, 13, 30, 9, 10, 14, 24, 2, 20, 15, 17, 27, 19, 22, 25, 31, 23, 26, 29, 32]
J309_3.RCP 68 [1, 3, 6, 10, 2, 14, 12, 16, 5, 15, 25, 9, 7, 20, 21, 23, 13, 11, 19, 26, 4, 24, 8, 22, 17, 27, 28, 30, 18, 31, 29, 32]
J309_4.RCP 72 [1, 2, 4, 9, 3, 5, 8, 16, 14, 6, 23, 28, 7, 13, 20, 12, 21, 11, 19, 25, 26, 10, 27, 17, 29, 15, 22, 18, 31, 24, 30, 32]
J309_5.RCP 70 [1, 3, 2, 4, 7, 5, 10, 14, 8, 6, 13, 19, 9, 20, 18, 15, 11, 23, 12, 21, 17, 16, 25, 22, 27, 30, 28, 24, 26, 29, 31, 32]
J309_6.RCP 59 [1, 2, 7, 3, 13, 5, 4, 17, 14, 6, 11, 18, 21, 8, 22, 25, 20, 26, 9, 16, 23, 27, 19, 15, 10, 28, 31, 30, 12, 24, 29, 32]
J309_7.RCP 63 [1, 2, 9, 4, 3, 24, 5, 6, 13, 8, 14, 15, 11, 17, 7, 12, 21, 10, 20, 18, 23, 16, 27, 28, 19, 22, 29, 30, 25, 26, 31, 32]
J309_8.RCP 92 [1, 4, 2, 24, 8, 5, 14, 3, 7, 6, 11, 18, 13, 10, 12, 9, 17, 15, 21, 28, 16, 19, 26, 20, 23, 25, 27, 22, 29, 30, 31, 32]
J309_9.RCP 63 [1, 4, 7, 3, 2, 11, 16, 17, 9, 21, 10, 5, 20, 6, 22, 13, 18, 23, 8, 12, 14, 19, 15, 24, 30, 26, 28, 25, 27, 29, 31, 32]
J309_10.RCP 88 [1, 2, 3, 5, 9, 8, 6, 4, 10, 7, 13, 23, 26, 12, 11, 21, 15, 14, 16, 24, 20, 18, 22, 27, 28, 17, 19, 25, 29, 30, 31, 32]
